scenario,epoch_profile,n_folds,mean_mse,median_mse,mean_skill,median_skill,stage1_reuse_rate
S13_DYNP14_LATENT16_HLINEAR,E04_CAP_300_200,130,6.2807005607164825,4.787202596664429,-0.02676661707831814,-0.012915565749168901,0.15384615384615385
S13_DYNP14_LATENT16_HLINEAR,E05_CAP_200_300,130,6.385222053527832,4.927083492279053,-0.04303042343168499,-0.02676900699213895,0.15384615384615385
S14_VAR_BASELINE_015,E01_CAP_100_100,130,5.971794868432559,4.250744104385376,0.04444766195257947,0.061066787873086045,0.16153846153846155
S14_VAR_BASELINE_015,E02_CAP_200_200,130,5.708230286378127,3.981398820877075,0.08612660218728288,0.1284551461382813,0.16923076923076924
S14_VAR_BASELINE_015,E03_CAP_300_300,130,5.655872224844419,4.1629462242126465,0.04070125011949814,0.08817210154636684,0.16923076923076924
S14_VAR_BASELINE_015,E04_CAP_300_200,130,6.104727594669049,4.127976179122925,-0.059736242826691426,0.13148491116773126,0.15384615384615385
S14_VAR_BASELINE_015,E05_CAP_200_300,130,5.658745418145107,3.9903273582458496,0.061585391695106025,0.15383821307098405,0.16153846153846155
S15_GRU_LATENT_DYNAMICS,E01_CAP_100_100,130,6.087511478020595,4.541666746139526,0.024542479813009027,0.011248994868954,0.0
S15_GRU_LATENT_DYNAMICS,E02_CAP_200_200,130,6.131295778201177,4.404017925262451,0.03267404919044423,0.02150567783001945,0.0
S15_GRU_LATENT_DYNAMICS,E03_CAP_300_300,130,5.985634161875798,4.358631134033203,0.03936869213035919,0.0421829598221105,0.0
S15_GRU_LATENT_DYNAMICS,E04_CAP_300_200,130,6.052999068223513,4.469493865966797,0.030702274533083298,0.00707744831283665,0.14615384615384616
S15_GRU_LATENT_DYNAMICS,E05_CAP_200_300,130,6.337946388354668,4.444196462631226,-0.0007083274292192713,0.027523542935541448,0.08461538461538462
S16_REG_LATENT16,E01_CAP_100_100,130,6.108321902385125,4.203125,0.02015653884414461,0.10539520341457205,0.0
S16_REG_LATENT16,E02_CAP_200_200,130,6.161813180263226,3.7671130895614624,-0.055475145130263324,0.15232386217092295,0.0
S16_REG_LATENT16,E03_CAP_300_300,130,5.812431324903781,4.257440567016602,0.03998497801429207,0.1407254328721116,0.0
S16_REG_LATENT16,E04_CAP_300_200,130,6.200869945379404,3.9672619104385376,-0.04175030129642286,0.14949477925857585,0.1
S16_REG_LATENT16,E05_CAP_200_300,130,5.744860354753641,3.8578869104385376,0.022949170989099953,0.19193457035543876,0.11538461538461539
S17_GRU_DYNAMICS_REG_LATENT16,E01_CAP_100_100,130,6.070272453014667,4.638392925262451,0.02724996877269235,0.01789856909287415,0.0
S17_GRU_DYNAMICS_REG_LATENT16,E02_CAP_200_200,130,6.122447381569789,4.734375,0.008241208663711351,0.0397370988282618,0.0
S17_GRU_DYNAMICS_REG_LATENT16,E03_CAP_300_300,130,6.387751838794121,4.502976179122925,-0.09443644971804994,0.0267362283574253,0.0
S17_GRU_DYNAMICS_REG_LATENT16,E04_CAP_300_200,130,6.229258216344393,4.719493865966797,-5.2766913194868475e-05,0.0011507802713907498,0.046153846153846156
S17_GRU_DYNAMICS_REG_LATENT16,E05_CAP_200_300,130,6.235714268684387,4.457589149475098,0.01026923266020286,0.0322119942983775,0.1076923076923077
